classe,ordem,familia,especie,vernacular,categoria,ano
Mammalia,Didelphimorphia,Didelphidae,"Marmosops ocellatus (Tate, 1931)",cuíca,NT,2014
Mammalia,Didelphimorphia,Didelphidae,"Monodelphis iheringi (Thomas, 1888)",catita,NT,2014
Mammalia,Cetacea,Balaenopteridae,"Megaptera novaeangliae (Borowski, 1781)",jubarte,NT,2014
Mammalia,Cetacea,Delphinidae,"Sotalia fluviatilis (Gervais & Deville, 1853)",tucuxi,NT,2014
Mammalia,Primates,Atelidae,"Alouatta caraya (Humboldt, 1812)",bugio-preto,NT,2014
Mammalia,Primates,Atelidae,"Alouatta puruensis Lönnberg, 1941",guariba,NT,2014
Mammalia,Primates,Callitrichidae,"Callithrix kuhlii Coimbra-Filho, 1985",sagui-de-wied,NT,2014
Mammalia,Primates,Callitrichidae,"Mico melanurus (É. Geoffroy em Humboldt, 1812)",sagui-marrom,NT,2014
Mammalia,Primates,Callitrichidae,"Saguinus martinsi martinsi (Thomas, 1912)",sauim,NT,2014
Mammalia,Primates,Callitrichidae,"Saguinus martinsi ochraceus Hershkovitz, 1966",sauim,NT,2014
Mammalia,Primates,Cebidae,"Saimiri ustus I. Geoffroy, 1843",macaco-de-cheiro,NT,2014
Mammalia,Primates,Cebidae,"Sapajus libidinosus (Spix, 1823)",macaco-prego,NT,2014
Mammalia,Primates,Cebidae,"Sapajus nigritus cucullatus (Spix, 1823)",macaco-prego,NT,2014
Mammalia,Primates,Cebidae,"Sapajus nigritus nigritus (Goldfuss, 1809)",macaco-prego,NT,2014
Mammalia,Primates,Pitheciidae,"Callicebus brunneus (Wagner, 1842)",zogue-zogue,NT,2014
Mammalia,Primates,Pitheciidae,"Chiropotes albinasus (I. Geoffroy & Deville, 1848)",cuxiú-de-nariz-vermelho,NT,2014
Mammalia,Carnivora,Mustelidae,"Lontra longicaudis (Olfers, 1818)",lontra,NT,2014
Mammalia,Chiroptera,Phyllostomidae,"Lonchophylla bokermanni Sazima, Vizotto & Taddei, 1978",morcego,NT,2014
Mammalia,Rodentia,Caviidae,"Cavia magna Ximenez, 1980",preá,NT,2014
Mammalia,Rodentia,Cricetidae,"Hyleaamys oniscus (Thomas, 1904)",rato-do-mato,NT,2014
Mammalia,Rodentia,Cricetidae,"Juliomys rimofrons Oliveira & Bonvicino, 2002",rato-do-mato,NT,2014
Mammalia,Rodentia,Cricetidae,"Oxymycterus caparaoe Hershkovitz, 1998 ",rato-do-brejo,NT,2014
Mammalia,Rodentia,Cricetidae,"Reithrodon typicus Waterhouse, 1837",rato-do-mato,NT,2014
Mammalia,Rodentia,Ctenomyidae,"Ctenomys ibicuiensis Freitas, Fernandes, Fornel & Roratto, 2012",tuco-tuco,NT,2014
Aves,Tinamiformes,Tinamidae,"Tinamus solitarius (Vieillot, 1819)",macuco,NT,2014
Aves,Tinamiformes,Tinamidae,"Crypturellus strigulosus (Temminck, 1815)",inhambu-relógio,NT,2014
Aves,Tinamiformes,Tinamidae,"Crypturellus noctivagus (Wied, 1820)",jaó-do-sul,NT,2014
Aves,Galliformes,Cracidae,"Aburria cujubi (Pelzeln, 1858)",cujubi,NT,2014
Aves,Sphenisciformes,Spheniscidae,"Spheniscus magellanicus (Forster, 1781)",pinguim-de-magalhães,NT,2014
Aves,Procellariiformes,Diomedeidae,"Thalassarche melanophris (Temminck, 1828)",albatroz-de-sobrancelha,NT,2014
Aves,Procellariiformes,Procellariidae,"Calonectris edwardsii (Oustalet, 1883)",bobo-de-cabo-verde,NT,2014
Aves,Cathartiformes,Cathartidae,"Sarcoramphus papa (Linnaeus, 1758)",urubu-rei,NT,2014
Aves,Accipitriformes,Accipitridae,"Buteogallus aequinoctialis (Gmelin, 1788)",caranguejeiro,NT,2014
Aves,Accipitriformes,Accipitridae,"Pseudastur polionotus (Kaup, 1847)",gavião-pombo-grande,NT,2014
Aves,Accipitriformes,Accipitridae,"Spizaetus ornatus (Daudin, 1800)",gavião-de-penacho,NT,2014
Aves,Gruiformes,Psophiidae,"Psophia viridis Spix, 1825",jacamim-das-costas-verdes,NT,2014
Aves,Gruiformes,Rallidae,"Micropygia schomburgkii (Cabanis, 1848)",maxalalagá,NT,2014
Aves,Charadriiformes,Haematopodidae,"Haematopus palliatus Temminck, 1820",piru-piru,NT,2014
Aves,Charadriiformes,Scolopacidae,"Numenius hudsonicus Latham, 1790",maçarico-de-bico-torto,NT,2014
Aves,Charadriiformes,Scolopacidae,"Arenaria interpres (Linnaeus, 1758)",vira-pedras,NT,2014
Aves,Charadriiformes,Sternidae,"Gygis alba (Sparmann, 1786)",grazina,NT,2014
Aves,Caprimulgiformes,Caprimulgidae,"Hydropsalis vielliardi (Lencioni-Neto, 1994)",bacurau-do-são-francisco,NT,2014
Aves,Caprimulgiformes,Caprimulgidae,"Hydropsalis anomala (Gould, 1838)",curiango-do-banhado,NT,2014
Aves,Galbuliformes,Galbulidae,"Jacamaralcyon tridactyla (Vieillot, 1817)",cuitelão,NT,2014
Aves,Galbuliformes,Bucconidae,"Notharchus swainsoni (Gray, 1846)",macuru-de-barriga-castanha,NT,2014
Aves,Galbuliformes,Bucconidae,"Nystalus torridus Bond & Meyer de Schauensee, 1940",rapazinho-estriado-do-leste,NT,2014
Aves,Piciformes,Ramphastidae,"Pteroglossus bailloni (Vieillot, 1819)",araçari-banana,NT,2014
Aves,Piciformes,Ramphastidae,"Pteroglossus bitorquatus Vigors, 1826",araçari-de-pescoço-vermelho,NT,2014
Aves,Piciformes,Picidae,"Picumnus fuscus Pelzeln, 1870",pica-pau-anão-fusco,NT,2014
Aves,Falconiformes,Falconidae,"Ibycter americanus (Boddaert, 1783)",gralhão,NT,2014
Aves,Falconiformes,Falconidae,"Micrastur mintoni Whittaker, 2002",falcão-críptico,NT,2014
Aves,Psittaciformes,Psittacidae,"Anodorhynchus hyacinthinus (Latham, 1790)",arara-azul-grande,NT,2014
Aves,Psittaciformes,Psittacidae,"Ara chloropterus Gray, 1859",arara-vermelha-grande,NT,2014
Aves,Psittaciformes,Psittacidae,"Primolius maracana (Vieillot, 1816)",maracanã-verdadeira,NT,2014
Aves,Psittaciformes,Psittacidae,"Pyrrhura devillei (Massena & Souancé, 1854)",tiriba-fogo,NT,2014
Aves,Psittaciformes,Psittacidae,"Pyrrhura lepida anerythra Neumann, 1927",tiriba-pérola-do-xingu,NT,2014
Aves,Psittaciformes,Psittacidae,"Pyrrhura molinae (Massena & Souancé, 1854)",tiriba-de-cara-suja,NT,2014
Aves,Psittaciformes,Psittacidae,"Alipiopsitta xanthops (Spix, 1824)",papagaio-galego,NT,2014
Aves,Psittaciformes,Psittacidae,"Amazona brasiliensis (Linnaeus, 1766)",papagaio-da-cara-roxa,NT,2014
Aves,Psittaciformes,Psittacidae,"Amazona aestiva (Linnaeus, 1758)",papagaio-verdadeiro,NT,2014
Aves,Passeriformes,Thamnophilidae,"Formicivora iheringi Hellmayr, 1909",formigueiro-do-nordeste,NT,2014
Aves,Passeriformes,Thamnophilidae,"Thamnophilus nigrocinereus Sclater, 1855",choca-preta-e-cinza,NT,2014
Aves,Passeriformes,Thamnophilidae,"Biatas nigropectus (Lafresnaye, 1850)",papo-branco,NT,2014
Aves,Passeriformes,Thamnophilidae,"Cercomacra brasiliana Hellmayr, 1905",chororó-cinzento,NT,2014
Aves,Passeriformes,Grallariidae,"Hylopezus ochroleucus (Wied, 1831)",torom-do-nordeste,NT,2014
Aves,Passeriformes,Dendrocolaptidae,"Drymornis bridgesii (Eyton, 1849)",arapaçu-platino,NT,2014
Aves,Passeriformes,Dendrocolaptidae,"Dendrocolaptes ridgwayi Hellmayr, 1905",arapaçu-barrado-do-tapajós,NT,2014
Aves,Passeriformes,Furnariidae,"Cinclodes pabsti Sick, 1969",pedreiro,NT,2014
Aves,Passeriformes,Furnariidae,"Synallaxis whitneyi Pacheco & Gonzaga, 1995",joão-baiano,NT,2014
Aves,Passeriformes,Furnariidae,"Synallaxis rutilans omissa Hartert, 1901",joão-teneném-castanho,NT,2014
Aves,Passeriformes,Furnariidae,"Asthenes luizae Vielliard, 1990",lenheiro-da-serra-do-cipó,NT,2014
Aves,Passeriformes,Furnariidae,"Limnoctites rectirostris (Gould, 1839)",arredio-do-gravatá,NT,2014
Aves,Passeriformes,Furnariidae,"Cranioleuca sulphurifera (Burmeister, 1869)",arredio-de-papo-manchado,NT,2014
Aves,Passeriformes,Onychorhynchidae,"Onychorhynchus swainsoni (Pelzeln, 1858)",maria-leque-do-sudeste,NT,2014
Aves,Passeriformes,Tityridae,"Laniisoma elegans (Thunberg, 1823)",chibante,NT,2014
Aves,Passeriformes,Cotingidae,"Lipaugus lanioides (Lesson, 1844)",tropeiro-da-serra,NT,2014
Aves,Passeriformes,Cotingidae,"Procnias nudicollis (Vieillot, 1817)",araponga,NT,2014
Aves,Passeriformes,Pipritidae,"Piprites pileata (Temminck, 1822)",caneleirinho-de-chapéu-preto,NT,2014
Aves,Passeriformes,Platyrinchidae,"Platyrinchus leucoryphus Wied, 1831",patinho-gigante,NT,2014
Aves,Passeriformes,Tyrannidae,"Euscarthmus rufomarginatus (Pelzeln, 1868)",maria-corruíra,NT,2014
Aves,Passeriformes,Tyrannidae,"Polystictus pectoralis (Vieillot, 1817)",papa-moscas-canela,NT,2014
Aves,Passeriformes,Tyrannidae,"Polystictus pectoralis brevipennis (Berlepsch & Hartert, 1902)",papa-moscas-canela,NT,2014
